age,job,marital,education,balance,housing,loan,contact,duration,pdays,previous,poutcome,contact_date
30,blue-collar,single,primary,459,1,0,cellular,439,-1,0,other,17-apr
55,admin.,married,secondary,332,1,0,unknown,217,-1,0,other,14-may
55,services,divorced,primary,2923,1,0,unknown,104,-1,0,other,15-may
28,services,married,secondary,4,1,0,unknown,133,-1,0,other,27-jun
57,management,married,tertiary,3250,0,0,cellular,162,-1,0,other,20-aug
58,blue-collar,married,primary,5788,0,0,unknown,130,-1,0,other,29-may
51,services,married,primary,320,0,1,cellular,59,-1,0,other,17-jul
54,technician,married,secondary,-777,0,1,cellular,117,-1,0,other,12-aug
43,technician,divorced,secondary,1612,0,0,cellular,119,95,3,success,28-aug
53,entrepreneur,married,secondary,0,0,0,cellular,88,-1,0,other,29-aug
37,blue-collar,single,secondary,243,0,0,cellular,167,-1,0,other,27-aug
31,unemployed,single,tertiary,3252,0,0,cellular,145,-1,0,other,21-nov
34,blue-collar,married,primary,-703,1,0,cellular,160,-1,0,other,18-may
32,management,married,tertiary,-24,1,0,unknown,93,-1,0,other,12-may
42,blue-collar,divorced,secondary,-135,1,0,unknown,15,-1,0,other,13-may
32,services,single,secondary,1940,1,0,unknown,215,-1,0,other,23-may
62,retired,married,primary,3738,0,0,telephone,151,185,1,failure,10-aug
54,blue-collar,married,secondary,2059,1,0,cellular,177,-1,0,other,25-aug
43,blue-collar,married,primary,-98,1,1,cellular,112,330,3,other,12-may
57,blue-collar,married,secondary,1412,1,0,cellular,89,330,1,failure,9-apr
26,admin.,single,secondary,140,1,0,cellular,103,-1,0,other,15-may
60,retired,married,tertiary,0,0,0,telephone,363,-1,0,other,14-jul
29,unemployed,single,tertiary,0,1,1,unknown,703,-1,0,other,16-may
33,services,married,tertiary,546,1,1,unknown,253,-1,0,other,9-may
46,management,divorced,tertiary,0,0,0,cellular,50,-1,0,other,20-aug
45,management,married,tertiary,-459,0,0,cellular,508,-1,0,other,21-aug
47,management,divorced,tertiary,697,1,0,cellular,139,-1,0,other,30-jan
34,management,single,secondary,31,1,0,unknown,20,-1,0,other,20-may
40,blue-collar,divorced,secondary,94,1,0,cellular,121,245,1,failure,29-jan
43,retired,married,primary,222,0,0,cellular,203,-1,0,other,24-jul
36,management,single,tertiary,811,0,0,cellular,229,-1,0,other,6-mar
27,blue-collar,single,secondary,294,1,1,unknown,694,-1,0,other,28-may
72,retired,single,tertiary,1285,0,0,telephone,280,91,7,failure,1-feb
43,blue-collar,married,primary,778,1,1,unknown,284,-1,0,other,15-may
35,unemployed,married,secondary,194,1,0,cellular,192,-1,0,other,12-may
42,admin.,married,secondary,329,0,0,cellular,347,-1,0,other,19-aug
27,admin.,single,secondary,428,0,1,telephone,321,-1,0,other,11-jul
60,blue-collar,married,secondary,1407,1,0,cellular,112,370,1,failure,14-may
48,housemaid,single,secondary,71,0,0,cellular,97,-1,0,other,28-aug
37,admin.,married,tertiary,3913,1,0,cellular,57,80,1,success,16-jul
51,blue-collar,married,secondary,528,1,0,cellular,324,-1,0,other,17-apr
25,services,single,secondary,-352,0,0,cellular,246,-1,0,other,15-jul
50,blue-collar,married,primary,1203,1,1,unknown,66,-1,0,other,28-may
56,technician,married,secondary,359,1,0,unknown,220,-1,0,other,6-jun
57,retired,married,secondary,-133,0,0,cellular,197,-1,0,other,19-aug
64,retired,married,secondary,1220,0,0,cellular,138,-1,0,other,7-dec
41,admin.,single,secondary,4464,1,0,telephone,1425,-1,0,other,21-jul
43,unemployed,divorced,secondary,4094,1,0,cellular,63,-1,0,other,21-nov
39,technician,divorced,secondary,17441,1,1,cellular,1,-1,0,other,7-apr
32,technician,married,tertiary,0,0,1,cellular,184,-1,0,other,24-jul
30,technician,single,tertiary,0,0,0,cellular,69,-1,0,other,22-aug
29,management,married,tertiary,0,1,0,cellular,667,-1,0,other,6-may
36,management,married,tertiary,128,0,0,cellular,733,-1,0,other,8-jul
36,management,married,tertiary,2183,1,0,cellular,116,-1,0,other,26-apr
52,blue-collar,married,secondary,-17,1,0,unknown,37,-1,0,other,8-may
55,technician,divorced,secondary,35,1,0,cellular,126,-1,0,other,20-aug
43,technician,divorced,secondary,1648,0,0,cellular,80,-1,0,other,17-nov
38,entrepreneur,married,tertiary,898,1,0,cellular,80,198,2,failure,20-nov
30,blue-collar,married,primary,124,1,0,unknown,126,-1,0,other,15-may
41,admin.,married,secondary,2,1,0,unknown,64,-1,0,other,19-jun
47,management,single,tertiary,324,0,1,cellular,72,-1,0,other,6-aug
29,blue-collar,married,secondary,3310,0,0,cellular,276,-1,0,other,5-feb
58,retired,married,secondary,0,1,0,unknown,77,-1,0,other,26-may
36,blue-collar,married,secondary,270,1,1,cellular,884,-1,0,other,20-nov
28,admin.,single,secondary,-36,1,0,cellular,379,-1,0,other,18-may
48,blue-collar,married,secondary,1,0,0,unknown,669,-1,0,other,5-may
38,admin.,single,secondary,4023,0,0,unknown,339,-1,0,other,11-jun
21,blue-collar,single,secondary,820,1,0,unknown,302,-1,0,other,27-jun
34,admin.,married,secondary,16489,1,0,cellular,145,-1,0,other,20-nov
33,management,divorced,tertiary,2885,0,0,cellular,1051,-1,0,other,5-aug
34,management,single,tertiary,1730,1,0,cellular,97,-1,0,other,8-oct
35,blue-collar,married,secondary,527,1,1,unknown,143,-1,0,other,7-may
35,technician,married,secondary,8,1,1,cellular,19,-1,0,other,20-apr
33,blue-collar,married,secondary,780,1,0,cellular,83,-1,0,other,13-may
36,services,married,secondary,138,1,0,cellular,39,-1,0,other,8-may
30,management,married,tertiary,931,0,0,cellular,1183,-1,0,other,17-jul
52,technician,married,secondary,22755,1,0,unknown,70,-1,0,other,29-may
37,admin.,divorced,secondary,241,1,1,cellular,55,-1,0,other,30-jul
43,services,single,secondary,21,0,0,cellular,203,-1,0,other,3-feb
31,management,married,tertiary,303,1,0,unknown,143,-1,0,other,14-may
32,technician,single,tertiary,69,0,0,cellular,95,357,3,other,7-may
74,retired,married,secondary,921,0,0,telephone,394,-1,0,other,17-apr
45,self-employed,married,secondary,0,0,0,cellular,249,-1,0,other,18-aug
48,blue-collar,married,primary,554,0,0,unknown,263,-1,0,other,16-jun
42,admin.,married,secondary,12,1,0,cellular,466,-1,0,other,16-apr
31,blue-collar,single,secondary,324,1,0,cellular,167,-1,0,other,21-jul
52,admin.,single,secondary,1964,0,1,unknown,332,-1,0,other,28-may
42,management,married,tertiary,356,0,0,cellular,129,-1,0,other,19-aug
56,retired,married,secondary,289,0,0,cellular,226,-1,0,other,10-jul
53,services,married,primary,46,1,0,unknown,274,-1,0,other,7-may
44,self-employed,single,tertiary,18558,1,0,cellular,51,190,4,other,20-nov
32,blue-collar,single,secondary,604,0,0,cellular,410,196,2,other,30-jan
52,technician,married,secondary,981,0,0,cellular,43,-1,0,other,25-aug
51,housemaid,married,primary,1275,0,0,unknown,92,-1,0,other,6-jun
55,retired,married,secondary,785,1,0,cellular,47,370,2,failure,14-may
31,management,married,tertiary,1164,1,1,cellular,238,-1,0,other,18-jul
26,student,single,tertiary,37,1,0,unknown,108,-1,0,other,8-may
31,admin.,married,secondary,389,1,0,cellular,89,-1,0,other,5-jun
40,management,married,secondary,106,0,0,unknown,676,-1,0,other,17-jun
51,retired,married,secondary,1017,0,0,cellular,353,-1,0,other,30-jul
32,blue-collar,married,secondary,1779,1,0,cellular,191,342,2,failure,13-may
33,blue-collar,married,secondary,625,1,0,unknown,410,-1,0,other,28-may
28,admin.,single,tertiary,164,1,0,cellular,92,-1,0,other,9-feb
31,services,single,tertiary,461,0,0,cellular,145,-1,0,other,20-nov
39,blue-collar,divorced,secondary,37,0,1,unknown,248,-1,0,other,19-jun
32,blue-collar,married,secondary,-64,1,0,cellular,641,-1,0,other,13-may
39,services,divorced,secondary,-185,1,0,unknown,189,-1,0,other,5-may
49,blue-collar,married,secondary,863,1,1,telephone,101,-1,0,other,8-may
48,admin.,married,secondary,1403,0,0,cellular,76,-1,0,other,7-aug
31,blue-collar,married,secondary,92,1,0,telephone,23,-1,0,other,29-jan
57,technician,married,secondary,7766,1,0,cellular,220,-1,0,other,21-nov
30,services,single,secondary,179,1,0,unknown,286,-1,0,other,29-may
28,student,single,secondary,5916,0,0,cellular,344,81,6,failure,11-aug
29,technician,single,tertiary,47,1,0,unknown,111,-1,0,other,16-may
34,management,single,tertiary,138,1,0,cellular,191,-1,0,other,18-may
52,blue-collar,married,primary,4793,1,0,unknown,176,-1,0,other,6-jun
41,management,married,tertiary,3769,1,0,cellular,94,-1,0,other,26-may
38,management,single,tertiary,424,1,0,unknown,104,-1,0,other,5-may
53,technician,married,tertiary,395,0,0,cellular,107,-1,0,other,3-jun
31,management,single,tertiary,8436,1,0,cellular,162,-1,0,other,19-nov
56,admin.,divorced,secondary,985,0,1,cellular,150,-1,0,other,18-aug
27,blue-collar,married,secondary,-59,0,1,cellular,154,-1,0,other,8-jul
36,technician,married,secondary,110,0,0,cellular,80,-1,0,other,18-aug
48,blue-collar,married,primary,3304,0,0,unknown,409,-1,0,other,11-jun
35,technician,divorced,secondary,-52,1,0,unknown,265,-1,0,other,20-may
32,blue-collar,single,secondary,106,1,0,unknown,1224,-1,0,other,27-may
23,student,single,secondary,922,0,0,cellular,81,99,3,other,1-sep
24,technician,married,secondary,556,1,0,cellular,460,-1,0,other,18-aug
37,management,married,tertiary,0,1,0,unknown,247,-1,0,other,3-jun
34,blue-collar,married,secondary,587,1,0,unknown,77,-1,0,other,4-jun
49,blue-collar,single,secondary,725,1,0,cellular,29,348,4,other,13-may
47,technician,married,secondary,72,0,0,unknown,278,-1,0,other,29-may
49,blue-collar,married,primary,154,1,0,cellular,26,-1,0,other,18-aug
66,retired,married,tertiary,2820,0,0,cellular,115,-1,0,other,5-mar
32,unemployed,married,tertiary,283,1,0,cellular,151,-1,0,other,22-jul
48,services,divorced,primary,2805,0,1,cellular,212,-1,0,other,23-jul
36,self-employed,married,secondary,14,1,1,cellular,210,-1,0,other,11-may
41,services,divorced,secondary,727,1,0,cellular,246,-1,0,other,11-may
50,entrepreneur,married,tertiary,2442,0,0,cellular,145,-1,0,other,3-feb
30,technician,single,tertiary,10,0,0,cellular,276,-1,0,other,26-aug
29,admin.,single,tertiary,507,1,0,unknown,20,-1,0,other,20-jun
54,blue-collar,married,secondary,497,1,0,cellular,150,-1,0,other,25-aug
52,blue-collar,single,secondary,359,1,0,cellular,444,-1,0,other,30-jul
41,blue-collar,married,primary,348,1,0,unknown,423,-1,0,other,14-may
29,management,single,tertiary,1808,0,0,cellular,273,433,1,success,7-jul
34,management,married,tertiary,82,0,0,cellular,134,-1,0,other,31-jul
31,management,married,tertiary,3739,0,0,cellular,117,-1,0,other,11-aug
50,self-employed,married,secondary,1138,0,0,cellular,219,-1,0,other,14-aug
49,blue-collar,divorced,primary,912,0,0,unknown,170,-1,0,other,20-jun
42,technician,single,secondary,146,0,0,cellular,229,-1,0,other,8-aug
31,management,married,tertiary,1514,0,0,cellular,284,-1,0,other,12-aug
66,housemaid,married,secondary,1929,0,0,cellular,169,-1,0,other,2-feb
29,technician,single,secondary,-166,1,0,unknown,323,-1,0,other,16-may
39,admin.,divorced,secondary,-328,0,1,cellular,16,-1,0,other,31-jul
42,blue-collar,married,primary,325,1,0,cellular,99,-1,0,other,14-may
44,blue-collar,married,primary,2470,0,0,telephone,19,-1,0,other,21-jul
53,admin.,married,secondary,578,0,0,cellular,59,-1,0,other,29-aug
51,blue-collar,married,secondary,-92,1,0,unknown,28,-1,0,other,4-jun
27,blue-collar,single,secondary,3675,0,0,unknown,101,-1,0,other,12-may
36,technician,single,secondary,23,1,0,cellular,69,333,2,failure,18-may
53,blue-collar,married,secondary,-634,0,0,cellular,695,-1,0,other,19-aug
47,admin.,married,secondary,3480,0,0,cellular,443,-1,0,other,16-apr
39,management,married,tertiary,47,0,0,unknown,84,-1,0,other,16-jun
46,housemaid,married,primary,1188,0,0,unknown,675,-1,0,other,19-jun
60,housemaid,divorced,tertiary,662,0,0,unknown,241,-1,0,other,20-jun
34,technician,single,secondary,60,0,0,cellular,274,-1,0,other,7-aug
52,entrepreneur,divorced,tertiary,1089,0,1,cellular,216,-1,0,other,9-feb
32,blue-collar,married,secondary,-205,1,0,unknown,388,-1,0,other,7-may
47,admin.,married,secondary,175,1,0,cellular,236,262,7,failure,15-may
31,unemployed,married,tertiary,7744,0,0,cellular,377,-1,0,other,26-aug
45,technician,divorced,tertiary,10768,1,0,cellular,147,78,2,failure,2-jun
54,technician,married,secondary,719,1,0,cellular,242,264,1,failure,2-feb
28,blue-collar,married,secondary,1072,1,0,cellular,630,356,4,other,18-may
35,management,single,tertiary,995,0,0,cellular,39,-1,0,other,5-feb
33,management,single,tertiary,335,0,0,cellular,130,-1,0,other,29-aug
33,housemaid,married,primary,167,0,0,cellular,141,-1,0,other,21-aug
58,admin.,married,secondary,3927,0,0,cellular,124,363,1,failure,11-oct
38,services,divorced,secondary,61,0,0,unknown,636,-1,0,other,5-jun
30,management,married,tertiary,1403,0,0,cellular,136,-1,0,other,6-aug
41,blue-collar,married,secondary,16,0,0,cellular,553,-1,0,other,29-jan
53,management,married,tertiary,2124,1,0,unknown,123,-1,0,other,8-may
50,technician,married,tertiary,5114,0,0,telephone,286,153,2,other,29-jun
36,technician,single,secondary,75,1,0,cellular,485,342,4,other,12-may
34,blue-collar,married,primary,567,0,1,cellular,241,-1,0,other,8-jul
27,services,single,secondary,0,1,0,unknown,388,-1,0,other,7-may
29,services,single,secondary,197,1,0,cellular,19,-1,0,other,5-may
37,management,single,tertiary,553,0,0,cellular,63,-1,0,other,12-aug
56,admin.,married,secondary,382,0,0,cellular,275,-1,0,other,20-apr
38,admin.,divorced,secondary,930,1,0,cellular,46,-1,0,other,5-may
38,blue-collar,married,secondary,1663,1,0,cellular,217,327,1,failure,13-apr
78,retired,married,primary,14204,0,0,cellular,150,183,1,other,26-oct
26,entrepreneur,married,tertiary,37,1,1,cellular,207,363,2,failure,6-may
35,blue-collar,married,secondary,2054,1,0,unknown,447,-1,0,other,20-may
36,management,married,tertiary,93,0,0,cellular,262,182,7,failure,12-jul
27,management,single,tertiary,7944,1,0,cellular,99,346,1,other,15-may
31,management,married,tertiary,546,0,0,cellular,147,-1,0,other,7-aug
34,management,married,tertiary,697,0,0,cellular,166,-1,0,other,5-aug
31,management,single,tertiary,7554,0,0,telephone,51,-1,0,other,29-aug
47,management,divorced,tertiary,6333,1,0,telephone,498,-1,0,other,19-nov
35,self-employed,married,primary,712,1,0,cellular,192,347,3,failure,15-may
38,services,married,secondary,1970,1,0,cellular,701,176,1,success,30-apr
44,management,divorced,tertiary,2696,1,1,cellular,58,-1,0,other,12-may
39,services,divorced,secondary,-152,1,0,cellular,179,-1,0,other,3-apr
33,management,married,tertiary,483,1,0,unknown,738,-1,0,other,14-may
25,services,single,secondary,192,1,0,unknown,232,-1,0,other,14-may
43,blue-collar,married,secondary,1324,1,0,telephone,179,-1,0,other,12-may
48,technician,married,tertiary,0,0,0,cellular,58,-1,0,other,19-aug
37,technician,married,secondary,1707,1,0,cellular,546,784,3,failure,26-jul
58,technician,married,secondary,629,1,0,cellular,193,265,2,failure,3-feb
47,management,divorced,tertiary,34,1,0,unknown,104,-1,0,other,7-may
55,technician,married,secondary,0,0,0,cellular,336,-1,0,other,19-nov
32,management,single,tertiary,154,0,1,cellular,301,-1,0,other,21-aug
34,technician,married,secondary,0,0,1,cellular,62,-1,0,other,9-jul
23,admin.,single,tertiary,0,0,0,cellular,168,-1,0,other,5-mar
56,blue-collar,divorced,primary,3021,0,0,unknown,419,-1,0,other,9-jun
52,technician,married,secondary,0,1,0,unknown,636,-1,0,other,18-jun
34,services,single,tertiary,88,0,0,cellular,180,-1,0,other,26-feb
34,blue-collar,married,primary,1217,1,0,cellular,142,328,3,failure,20-apr
35,technician,married,tertiary,3160,1,0,cellular,445,95,1,failure,16-nov
50,management,married,secondary,5,0,0,unknown,24,-1,0,other,3-jul
31,blue-collar,single,secondary,-161,0,0,cellular,196,-1,0,other,11-jul
44,technician,single,primary,237,1,0,cellular,54,-1,0,other,25-jul
31,management,single,tertiary,112,1,0,cellular,159,271,1,failure,2-feb
33,blue-collar,married,primary,208,1,0,cellular,284,-1,0,other,16-jul
85,retired,married,primary,98,0,0,cellular,416,-1,0,other,30-apr
34,admin.,married,secondary,-191,1,0,cellular,156,-1,0,other,17-jul
46,blue-collar,single,tertiary,460,1,0,unknown,1102,-1,0,other,7-may
37,blue-collar,married,secondary,2066,1,1,cellular,34,-1,0,other,31-jul
53,technician,married,secondary,137,0,1,cellular,52,176,1,failure,18-nov
28,services,single,secondary,168,1,0,cellular,128,-1,0,other,7-may
39,admin.,married,secondary,1221,0,0,unknown,97,-1,0,other,12-jun
31,management,single,tertiary,9629,0,0,cellular,371,174,4,failure,30-mar
47,technician,married,tertiary,1115,1,0,telephone,18,-1,0,other,23-jul
34,services,married,secondary,29,1,0,cellular,387,-1,0,other,15-jul
38,management,married,tertiary,184,0,0,cellular,64,188,2,failure,10-feb
44,housemaid,married,primary,-972,1,1,unknown,114,-1,0,other,16-may
34,management,single,tertiary,184,0,0,cellular,203,-1,0,other,22-jul
29,admin.,married,tertiary,26,1,0,unknown,45,-1,0,other,28-may
29,student,single,tertiary,163,0,0,cellular,249,-1,0,other,3-aug
41,technician,married,tertiary,-15,1,0,cellular,33,-1,0,other,6-may
38,services,married,secondary,8876,0,0,cellular,280,75,1,failure,2-feb
31,services,single,secondary,181,0,0,cellular,182,104,1,success,12-aug
51,services,divorced,secondary,242,0,1,cellular,1336,-1,0,other,14-jul
42,self-employed,married,secondary,3211,0,0,cellular,87,111,1,failure,19-nov
38,blue-collar,married,secondary,502,1,0,unknown,209,-1,0,other,2-jun
33,technician,single,secondary,145,1,0,cellular,369,-1,0,other,29-jan
33,technician,single,secondary,1733,1,0,cellular,895,-1,0,other,14-may
38,management,single,tertiary,16957,1,0,unknown,142,-1,0,other,27-may
35,management,married,tertiary,1731,0,0,cellular,361,-1,0,other,31-jul
30,management,married,tertiary,527,1,1,unknown,265,-1,0,other,21-may
48,admin.,single,secondary,-874,1,0,cellular,243,151,7,other,20-apr
36,blue-collar,married,secondary,1554,1,0,unknown,325,-1,0,other,12-may
45,technician,married,secondary,760,0,0,cellular,95,-1,0,other,7-aug
56,services,divorced,secondary,72,1,1,cellular,263,357,4,failure,7-may
30,management,married,tertiary,11,0,0,cellular,84,-1,0,other,15-jul
26,technician,single,secondary,33,0,0,cellular,91,-1,0,other,23-jul
41,admin.,single,secondary,734,1,0,unknown,332,-1,0,other,3-jun
37,blue-collar,single,tertiary,481,0,0,cellular,11,-1,0,other,18-may
39,technician,divorced,secondary,8,0,0,cellular,1028,-1,0,other,29-aug
54,technician,divorced,secondary,0,1,0,unknown,161,-1,0,other,16-may
33,technician,married,tertiary,0,1,0,cellular,206,-1,0,other,8-may
53,technician,married,secondary,65,0,0,cellular,41,-1,0,other,25-aug
31,admin.,single,secondary,6042,1,0,unknown,228,-1,0,other,19-may
